example_id,conversation_id,customer_message,conversation_context,intent,expected_escalation,escalation_reason,difficulty,annotator_notes,human_reviewed,review_action,preliminary_intent,preliminary_escalation,preliminary_difficulty
166,2664018,"@AmazonHelp yes, I understand this, but you requested THREE without my permission, because of a problem caused by your system. My account is empty, not yours, so it is my problem, caused by you. Authorisation time scales are not the issue, your maladministration is......","[2664018] AMAZONHELP: @150001 I'm sorry to hear about this! Authorisations are typically held for 3-5 business days. You can find more information on authorisations here: https://t.co/VlZeFx1V9r ^JS
[2664019] CUSTOMER: @AmazonHelp yes, I understand this, but you requested THREE without my permission, because of a problem caused by your system. My account is empty, not yours, so it is my problem, caused by you. Authorisation time scales are not the issue, your maladministration is......
[2664020] CUSTOMER: @AmazonHelp whats your response time for replying to complaints?
[2664022] CUSTOMER: @AmazonHelp and now you have gone quiet, thanks for absolutely nothing guys",payment_promo_giftcard,True,Customer disputes multiple payment authorizations and requires private payment/account investigation.,Medium,AI classified a clear payment authorization dispute as unclear_other.,True,corrected,unclear_other,True,Easy
167,1770181,@AmazonHelp Just my seller account not kdp,"[1770181] AMAZONHELP: @532172 Are you able to log into your regular Amazon account? ^AR
[1770182] CUSTOMER: @AmazonHelp Just my seller account not kdp
[1770184] AMAZONHELP: @532172 Are you getting an error message when trying to log in to KDP? If so, what does it say? This will help us help you. ^RM
[1770185] CUSTOMER: @AmazonHelp yes it just goes back to the orginal screen. i need @115851 to reopen my account :)
[1770186] CUSTOMER: @AmazonHelp I put in email and password and sign in and goes back to where I signed in
[1770187] AMAZONHELP: @532172 Have you tried contacting the Kindle Direct Publishing team? If not, you can contact them here: https://t.co/Q1Jbc8OyqG ^FJ
[1770188] CUSTOMER: @AmazonHelp that only brings me to the sign in page? where is the help? it does not allow any
[1770189] CUSTOMER: @AmazonHelp could you contact them on my behalf?
[1770190] CUSTOMER: @AmazonHelp no it doesnt work. i need someone who can reopen accounts.
[1770191] AMAZONHELP: @532172 Sorry about that. Please try contacting us using this link instead: https://t.co/GFsfFbaGAO so we can look into this. ^LH
[1770192] CUSTOMER: @AmazonHelp do you know how to get a hold of @84176
[1770193] CUSTOMER: @AmazonHelp thank is sent a letter, is that for KDP or sellers? my seller account is fine
[1770194] AMAZONHELP: @532172 Hi. You can use the link to contact general customer service who will then be able to direct you further. ^DC
[1770195] CUSTOMER: @AmazonHelp perfect thanks. i will update you with the progress. thanks
[1770196] AMAZONHELP: @532172 Typically, clearing the cache &amp; cookies on your browser or device allows you to sign in. How are you trying to sign in? ^RM
[1770197] CUSTOMER: @AmazonHelp i read everywhere online @115851 can help with amazon so im hoping its true
[1770198] CUSTOMER: @AmazonHelp do you think you can open it tonight?
[1770199] CUSTOMER: @AmazonHelp yes but a few years ago i was locked out. i then sold through pronouns on amazon but now they are closing so i need help getting back on",account_access_security,False,Customer cannot access or reopen their KDP account and requires private account investigation.,Medium,AI incorrectly classified the issue as a third-party seller dispute; the customer explicitly says the seller account is fine and the problem is KDP account access.,True,corrected,marketplace_third_party_seller,True,Medium
168,2107246,"@AmazonHelp Ive changed password, added 2 step verification, refunded and deleted the books, deleted the reviews, and made a claim to the amazon support email.","[2107246] AMAZONHELP: @621838 Thanks for confirming, the accounts specialists should investigate this further once the email is received. ^JJ
[2107247] CUSTOMER: @AmazonHelp Ive changed password, added 2 step verification, refunded and deleted the books, deleted the reviews, and made a claim to the amazon support email.
[2107248] AMAZONHELP: @621838 Sorry to hear of this! Have you changed your password to ensure no one else has access to it? Learn how here: https://t.co/tvO9fxVrjT ^JE",account_access_security,True,"Account security incident requires private investigation; the customer changed the password, enabled two-step verification, and contacted account specialists.",Medium,AI incorrectly focused on the completed refund rather than the underlying account security issue.,True,corrected,returns_refund_inquiry,True,Easy
169,453362,@AmazonHelp Will do - probably tomorrow. While I’m tweeting there is a fake account @21011 pretending to be you to get credit card details etc they’ve just tried to DM me.,"[453362] AMAZONHELP: @222565 I'm so sorry to hear about the trouble you've been having with your orders! When you have a moment, we'd like to assist you directly using this link: https://t.co/JzP7hlA23B ^JR
[453363] CUSTOMER: @AmazonHelp Will do - probably tomorrow. While I’m tweeting there is a fake account @21011 pretending to be you to get credit card details etc they’ve just tried to DM me.
[453365] AMAZONHELP: @222565 Thank you for reaching out to us about this. ^VS",account_access_security,False,Customer reports a fake Amazon account attempting to obtain credit card details and requires security investigation.,Medium,AI misclassified a phishing/fake-account security report as a payment issue.,True,corrected,payment_promo_giftcard,True,Medium
170,2317351,@AmazonHelp What account specialist? I’ve only received emails from an automated account.,"[2317351] AMAZONHELP: @671871 Hi, I understand the account is still locked. Please reply directly to the account specialist with the information required. They will reach out to you vial email as soon as possible. ^KI
[2317352] CUSTOMER: @AmazonHelp What account specialist? I’ve only received emails from an automated account.
[2317354] AMAZONHELP: @671871 The email you received came from the account specialists. If you reply directly to this they will be able to assist with unlocking your account. ^ES",account_access_security,True,Locked account requires private account specialist investigation to restore access.,Easy,AI incorrectly labeled a clear locked-account issue as unclear_other.,True,corrected,unclear_other,True,Easy
171,2799374,"@AmazonHelp The email did not asked me for info, the blocked the access to my account","[2799374] AMAZONHELP: @781030 What else did the e-mail say? If we've requested information, please provide this so our Account Specialists can work on restoring access to your account. ^MB
[2799375] CUSTOMER: @AmazonHelp The email did not asked me for info, the blocked the access to my account",account_access_security,True,Requires private security account recovery verification,Hard,Confirmed AI pre-label: Account credential / login recovery issue,True,confirmed,account_access_security,True,Hard
172,1525056,@AmazonHelp Do something to control this userid &amp; password sharing.. thank you,"[1525056] AMAZONHELP: @473708 We don't have any announcement on this yet, do stay tuned to our website for further updates. ^SQ
[1525057] CUSTOMER: @AmazonHelp Do something to control this userid &amp; password sharing.. thank you
[1525058] CUSTOMER: @AmazonHelp What is this robot language.. ??
Give me date
[1525059] AMAZONHELP: @473708 I'm sorry I wasn't able to comprehend your concern. Could you please elaborate on your query? ^HD
[1525060] AMAZONHELP: @473708 https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. 2/2 ^HD",account_access_security,False,General concern about account credential and password sharing; no specific account investigation is requested.,Medium,AI incorrectly inferred a delivery issue; the customer is discussing account credential/password sharing.,True,corrected,delivery_shipping_delay,True,Easy
173,551923,"@AmazonHelp During checkout, the app automatically assigns 2-day shipping. Any attempt to alter shipping by opening the shipping box (when you know you get free shipping) causes the app to go back two pages. There is no way to escape the loop.","[551923] AMAZONHELP: @248649 Oh no! I'm sorry to hear that you're having troubles with the Amazon app! Could you please tell us more about what's happening? ^SW
[551924] CUSTOMER: @AmazonHelp During checkout, the app automatically assigns 2-day shipping. Any attempt to alter shipping by opening the shipping box (when you know you get free shipping) causes the app to go back two pages. There is no way to escape the loop.
[551926] AMAZONHELP: @248649 Have you attempted to uninstall and reinstall the application? ^TE
[551927] CUSTOMER: @AmazonHelp No. I just went to https://t.co/n94gFjqOPR in my browser and everything was fine. I will try your fix.
[551928] AMAZONHELP: @248649 Please let us know if that works. We are here to help! ^BA",unclear_other,False,Amazon app checkout interface bug prevents changing the shipping option and causes a navigation loop.,Medium,AI incorrectly classified an app checkout/shipping-selection bug as a payment issue; the issue was reproducible in the app but worked in the browser.,True,corrected,payment_promo_giftcard,True,Medium
174,449913,"@AmazonHelp I deleted my payment card bc I was worried about it when it wouldn’t change, so do I have to add my card back?","[449913] AMAZONHELP: @221639 We authorize £1 to validate your payment method. You can find more information here: https://t.co/OBP9gUeo1J ^CO
[449914] CUSTOMER: @AmazonHelp I deleted my payment card bc I was worried about it when it wouldn’t change, so do I have to add my card back?
[449915] CUSTOMER: @AmazonHelp But it’s a free trial so there should be no payment??
[449916] CUSTOMER: @AmazonHelp Also will anything happen if I don’t add my card back??
[449917] AMAZONHELP: @221639 If we can't authorize your card, we may be unable to process your trial membership. I'd recommend re-adding your card- you can then remove your card if you'd like. ^BL
[449918] AMAZONHELP: @221639 It might be attempting to authorize the payment still. It should go through within 24 hours. If the issue persists, reach out to us here: https://t.co/JzP7hlA23B We'd be happy to look into your Prime in real-time. ^SK",payment_promo_giftcard,True,Requires payment verification or gift card account check,Medium,"Confirmed AI pre-label: Gift card redemption, promo code, or payment error",True,confirmed,payment_promo_giftcard,True,Medium
175,534950,"@AmazonHelp And I quote, a credit as a gift card is faster than the credit to your credit card. It will take 2 hrs. Later I learn that it could take 48hrs. Now I learn that I just did not get it at all...","[534950] AMAZONHELP: @243933 Thank you for the information. As we cannot view account specific details via Twitter, if you could reach out to us via phone or chat here: https://t.co/hApLpMlfHN we would be happy to take a look into the credit status. ^TE
[534951] CUSTOMER: @AmazonHelp And I quote, a credit as a gift card is faster than the credit to your credit card. It will take 2 hrs. Later I learn that it could take 48hrs. Now I learn that I just did not get it at all...
[534952] AMAZONHELP: @243933 Hello Carlos, we're sorry you did not receive your order on time. When you spoke to us, did we state that we would provide a promotional credit to your account or was the refund going back to the original payment method? ^TE
[534953] CUSTOMER: @AmazonHelp By the way, sorry is a word that lose its meaning the more you have to use it...i 🤔 I hear it none less than 💯 times during this ordeal!!!",payment_promo_giftcard,True,Requires payment verification or gift card account check,Medium,"Confirmed AI pre-label: Gift card redemption, promo code, or payment error",True,confirmed,payment_promo_giftcard,True,Medium
176,109881,@AmazonHelp They keep asking and telling me the same thing. They say please send us the claim code and then say it’s not available for use. And not telling me why. No attempt to say sorry that I have now lost $100,"[109881] AMAZONHELP: @140395 I'm so sorry to hear you've had a poor experience with us, Matt! We are here to help. While being in contact with us, what options have been provided to you? ^HM
[109882] CUSTOMER: @AmazonHelp They keep asking and telling me the same thing. They say please send us the claim code and then say it’s not available for use. And not telling me why. No attempt to say sorry that I have now lost $100",payment_promo_giftcard,True,Requires payment verification or gift card account check,Medium,"Confirmed AI pre-label: Gift card redemption, promo code, or payment error",True,confirmed,payment_promo_giftcard,True,Medium
177,1056790,@AmazonHelp There is no card no. Have checked box and inside book.,"[1056790] AMAZONHELP: @369520 Hi, have you been able to check inside the book for a signed card? ^TS
[1056791] CUSTOMER: @AmazonHelp There is no card no. Have checked box and inside book.
[1056792] CUSTOMER: @AmazonHelp Will check now thanks
[1056794] AMAZONHELP: @369520 Please get in touch with us here: https://t.co/JzP7hlA23B and we'll investigate this for you! ^RL",item_condition_issue,True,Signed card is missing from the purchased book and requires order/product investigation.,Easy,AI incorrectly classified a missing product component as a payment or gift card issue.,True,corrected,payment_promo_giftcard,True,Medium
178,963260,@115850 I hav make payment for my order's failed payment. But didn't get anything rply regarding order from u n amount is debited from A/c,"[963260] AMAZONHELP: @348593 automatically reverse the charge. You must have received an email to revise the payment. Kindly do the needful. 3/3 ^SH
[963261] CUSTOMER: @115850 I hav make payment for my order's failed payment. But didn't get anything rply regarding order from u n amount is debited from A/c
[963262] AMAZONHELP: @348593 the payment is approved after payment gateway is closed then the payment would be declined. In this case, the bank will 2/n ^SH
[963263] AMAZONHELP: @348593 If the payment isn't approved by the bank within a specific time frame then the payment gateway would be closed and if 1/n ^SH
[963264] CUSTOMER: @115850 I get the msg from bank that the amount ₹628 is debited from A/c. Info AMAZON-728623796104
[972778] AMAZONHELP: @348593 Sorry for the confusion with the payment. Kindly get in touch with our support team here: https://t.co/rS49hgaADF ^AK
[972779] CUSTOMER: @115850 The payment confusion is resolved n confirmation SMS of dispatching order is received. Thank you for ur help.
[980788] AMAZONHELP: @348593 You are welcome. We're glad we could assist you. ^AU
[980789] AMAZONHELP: @348593 Good to know that the issue is resolved. Happy shopping. ^SI",payment_promo_giftcard,True,"Payment was initially debited despite a failed order payment, but the issue was resolved and the order was subsequently dispatched.",Medium,AI incorrectly labeled a clear payment issue as unclear_other and escalated it despite the conversation confirming resolution.,True,corrected,unclear_other,True,Easy
179,2797168,@AmazonHelp Received a gift card that had apparently already been claimed. Card not tampered with. One advisor hung up after 15 mins. Next kept me on hold for over 20 mins. Offered no solutions.,"[2797168] AMAZONHELP: @473371 Was the gift card purchased from Amazon or a retail store? ^VS
[2797169] CUSTOMER: @AmazonHelp Received a gift card that had apparently already been claimed. Card not tampered with. One advisor hung up after 15 mins. Next kept me on hold for over 20 mins. Offered no solutions.
[2797170] AMAZONHELP: @473371 I apologize for that experience! Would you mind telling us what's going on, so we can try to help?  Be sure to leave out personal / account info, since we're out in the open! ^NC",payment_promo_giftcard,True,Requires payment verification or gift card account check,Medium,"Confirmed AI pre-label: Gift card redemption, promo code, or payment error",True,confirmed,payment_promo_giftcard,True,Medium
180,1318307,@AmazonHelp Yes I am using the right card and will my order come through if it keeps doing that?,"[1318307] AMAZONHELP: @427887 Hi, sorry to hear that, have you checked that the correct payment card is being used for the order? ^JJ
[1318308] CUSTOMER: @AmazonHelp Yes I am using the right card and will my order come through if it keeps doing that?
[1318310] AMAZONHELP: @427887 Sorry, if the order is declined it won't be dispatched. Have you contacted your bank: https://t.co/fEjuswq9L2? ^JJ
[1318311] CUSTOMER: @AmazonHelp No what will I say to them?
[1318312] AMAZONHELP: @427887 If the order is being rejected they should be able to provide a reason to why this is occurring. Keep us updated ^CR",payment_promo_giftcard,True,Requires payment verification or gift card account check,Medium,"Confirmed AI pre-label: Gift card redemption, promo code, or payment error",True,confirmed,payment_promo_giftcard,True,Medium
181,1320500,@AmazonHelp It says please enter a valid payment method and an address which are both local,"[1320500] AMAZONHELP: @428324 Sorry to hear of the trouble. Which Amazon website are you using? ^BM
[1320501] CUSTOMER: @AmazonHelp It says please enter a valid payment method and an address which are both local
[1320502] CUSTOMER: @AmazonHelp I use https://t.co/eXcW82ffJP as well as amazon.de. On both I have the same problem
[1320504] AMAZONHELP: @428324 Why country is your bank and card issued in? ^MC
[1320505] CUSTOMER: @AmazonHelp Netherlands
[1320506] AMAZONHELP: @428324 Sorry, to buy digital music you need to have a local payment card and address. More info here: https://t.co/cwanpG4VQL. ^JJ
[1320507] CUSTOMER: @AmazonHelp ok thanks",payment_promo_giftcard,False,General digital music payment eligibility issue; resolved by explaining the local payment card and address requirement.,Easy,AI incorrectly classified a specific digital music payment eligibility issue as unclear_other and incorrectly escalated it.,True,corrected,unclear_other,True,Easy
182,1727966,"@AmazonHelp Tout a été fait, avec notification SMS, code d'accès etc. Inutile de me répondre d'avantage.","[1727966] AMAZONHELP: @522526 L'avez-vous signalé à notre SAV afin qu'un suivi puisse être fait auprès du transporteur? 
^ARC
[1727967] CUSTOMER: @AmazonHelp Tout a été fait, avec notification SMS, code d'accès etc. Inutile de me répondre d'avantage.",delivery_shipping_delay,False,Delivery issue has already been reported and the requested follow-up steps were completed; no further private investigation is requested.,Easy,AI incorrectly classified a delivery/carrier follow-up as a payment or gift card issue and incorrectly escalated it.,True,corrected,payment_promo_giftcard,True,Medium
183,2369624,"@AmazonHelp I'm sure they will be, but this is more than just the two of us. A lot of us order from you all and have packages delivered to that same address. Which is an obvious business.","[2369624] AMAZONHELP: @460274 If you have a moment, please contact us by phone chat or e-mail here: https://t.co/hApLpMlfHN so we can help you remove the address where the package was delivered. ^LH
[2369625] CUSTOMER: @AmazonHelp I'm sure they will be, but this is more than just the two of us. A lot of us order from you all and have packages delivered to that same address. Which is an obvious business.
[2369626] AMAZONHELP: @460274 Thank you for bringing this to our attention. Has your co-worker contacted us about the delivery: https://t.co/hApLpMlfHN? ^KB",delivery_shipping_delay,False,Delivery address issue requires private account/order investigation and address correction.,Medium,AI identified the delivery context correctly but understated the complexity; the issue concerns an incorrect business delivery address and requires private account handling.,True,corrected,delivery_shipping_delay,True,Easy
184,373642,"@AmazonHelp I was able to cancel from a desktop, seemed to be a mobile issue. Thanks for following up.","[373642] AMAZONHELP: @204541 I'm sorry for this issue with canceling your order. Has the order entered the shipping process? ^DO
[373643] CUSTOMER: @AmazonHelp I was able to cancel from a desktop, seemed to be a mobile issue. Thanks for following up.",order_modification_cancellation,True,Requires account access for pre-shipment order cancellation,Medium,Confirmed AI pre-label: Pre-shipment order cancellation or address modification,True,confirmed,order_modification_cancellation,True,Medium
185,218101,@AmazonHelp By the 7th?! Are you joking. I needed it yesterday and I still need it. I need that exact one or I would cancel. Who can I complain to?,"[218101] AMAZONHELP: @133007 Ashleigh, it's never our intention to miss a delivery date. Please keep us looped in if it doesn't arrive by the 7th. ^TM
[218102] CUSTOMER: @AmazonHelp By the 7th?! Are you joking. I needed it yesterday and I still need it. I need that exact one or I would cancel. Who can I complain to?",delivery_shipping_delay,True,Specific delayed order requires private order investigation and delivery status follow-up.,Easy,AI over-weighted the hypothetical cancellation statement; the primary actionable issue is the delayed delivery.,True,corrected,order_modification_cancellation,True,Medium
186,721449,@AmazonHelp Shared details &amp; agn gt same rply of read user manual. Boss mI askn fr Moon?? Need #nokia6 service centre address in Patna. Y can't u share?,"[721449] AMAZONHELP: @292692 I apologize for the trouble, I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SP
[721450] CUSTOMER: @AmazonHelp Shared details &amp; agn gt same rply of read user manual. Boss mI askn fr Moon?? Need #nokia6 service centre address in Patna. Y can't u share?
[721451] CUSTOMER: @AmazonHelp Have already called up ur CCare but no use... Hence twitter. Pls share Nokia Service Center Details. @174957  Anyone Listening??
[721452] AMAZONHELP: @292692 They'll help you with the complete details of authorized service centers. Appreciate your understanding. (2/2) ^SV
[721453] AMAZONHELP: @292692 I get your concern, RK. Please reach out to the manufacturers support team from here: https://t.co/6TmnJGfail (1/2) ^SV
[721454] CUSTOMER: @AmazonHelp @292692 
I need a job
__email__
[721455] CUSTOMER: @AmazonHelp U deserve a Promotion. Thx a lot!! Finally sm1 sincerely understood d prblm. Wl do update u if any concern further. Thx agn fr ur help!!👍👍
[721456] AMAZONHELP: @292692 You're always welcome. Feel free to reach us for assistance. We'll be glad to be of your service. ^RS
[721457] AMAZONHELP: @292692 Sorry to know about the issue with your order. Please call us here: https://t.co/TK4yevTaND, we'll assist you. ^NR 1/2",device_hardware_support,False,Customer needs an authorized Nokia 6 service center location; manufacturer support can provide the service-center details without private account investigation.,Medium,AI incorrectly classified a device service-center request as unclear_other and incorrectly escalated it.,True,corrected,unclear_other,True,Easy
187,1328734,@AmazonHelp No unknown orders have been placed. Is the email address __email__ associated with you guys in anyway?,"[1328734] AMAZONHELP: @430004 Hi Kris, it's not one we recognise. You can check legit messages in the message center in your account: https://t.co/hiOAJUqrvX ^TS
[1328735] CUSTOMER: @AmazonHelp No unknown orders have been placed. Is the email address __email__ associated with you guys in anyway?
[1328736] AMAZONHELP: @430004 Hi Kris- Have you checked your account to see if any unknown orders have been placed? ^NV",account_access_security,False,Customer is asking whether an email address is legitimately associated with Amazon; no unknown order or private account investigation is requested.,Easy,AI incorrectly classified an account/security authenticity question as unclear_other and incorrectly escalated it.,True,corrected,unclear_other,True,Easy
188,944162,@AmazonHelp To call you hv blocked my no. N mail you don't reply. I urge you please cancel my order it was my mistake I choose @115850,"[944162] AMAZONHELP: @343871 Sorry to know you're facing issues with Amazon pay balance. Please reach us from here: https://t.co/rS49hgaADF we'll assist. ^SV
[944163] CUSTOMER: @AmazonHelp To call you hv blocked my no. N mail you don't reply. I urge you please cancel my order it was my mistake I choose @115850
[944165] AMAZONHELP: @343871 We've responded to your query here: https://t.co/1RltgHcGhq. Kindly check. ^PS",order_modification_cancellation,True,Requires account access for pre-shipment order cancellation,Medium,Confirmed AI pre-label: Pre-shipment order cancellation or address modification,True,confirmed,order_modification_cancellation,True,Medium
189,1457277,"@AmazonHelp Yes, but there's no link to send an email. Do you have an email address I can use?","[1457277] AMAZONHELP: @458238 We'd like to help! Have you tried contacting us here: https://t.co/JzP7hlA23B? ^RA
[1457278] CUSTOMER: @AmazonHelp Yes, but there's no link to send an email. Do you have an email address I can use?
[1457280] AMAZONHELP: @458238 Once you sign in through the link and select your issue, you should be given the options for chat, phone and email. 😊 ^JD
[1457281] CUSTOMER: @AmazonHelp OK, thanks - found it - but much more difficult than it should be.
[1457282] CUSTOMER: @AmazonHelp I've had an email, which is no help whatsoever with my problem. How can this be sorted out?
[1457283] AMAZONHELP: @458238 Sorry, what were you advised when you contacted us? ^JJ
[1457284] CUSTOMER: @AmazonHelp I had a 'chat session' last night, but am not further forward
[1457285] AMAZONHELP: @458238 Have you been contacted with an account specialist ? What were you advised when you reached us directly ? ^CR
[1457286] CUSTOMER: @AmazonHelp No, and I *am* getting emails for that account https://t.co/oYEgq6HRbe
[1457287] CUSTOMER: @AmazonHelp I spoke to someone on Friday - I'm still getting regular emails about purchases and cancellations/cards declined etc.... Is there someone in the UK who can help me?
[1457288] AMAZONHELP: @458238 Have you tried requesting a callback in the link? You can also request a call here: https://t.co/zH8UlhTGcc ^PK
[1457289] AMAZONHELP: @458238 You can use the link provided to contact us. ^MC
[1457290] CUSTOMER: @AmazonHelp I've tried, and I spoke to someone on the phone who said they'd deal with it.
[1457291] AMAZONHELP: @458238 Hi David. I'm glad to hear it's being looked into. ^DC
[1457292] CUSTOMER: @AmazonHelp But they have done nothing about it!!!
[1457293] CUSTOMER: @AmazonHelp Seriously, HOW CAN I GET MY EMAIL ADDRESS REMOVED FROM AN AMAZON ACCOUNT THAT IS BUYING LOADS OF STUFF, POSSIBLY FRAUDULENTLY?
[1457294] AMAZONHELP: @458238 Sorry to hear about your account issues. Please reach us through: https://t.co/2n73phHPtG so we can get this looked into. ^ES",account_access_security,True,Customer believes their email address is associated with an account making potentially fraudulent purchases and needs private account investigation to have the email removed.,Hard,AI incorrectly classified a serious account/security and potential fraud issue as unclear_other; repeated support attempts have not resolved it.,True,corrected,unclear_other,True,Easy
190,2281524,@AmazonHelp I have updated and checked my address multiple times at the request of Amazon Customer Service. I will contact Amazon tomorrow. Thank you.,"[2281524] AMAZONHELP: @663183 I'm so sorry for the trouble, Rayna! We would like to help with this. I recommend double checking your address here: https://t.co/oxW1NXIFq1?
As for this package it would be best for us to assist you directly. Please reach out to us here: https://t.co/hApLpMlfHN ^LA
[2281525] CUSTOMER: @AmazonHelp I have updated and checked my address multiple times at the request of Amazon Customer Service. I will contact Amazon tomorrow. Thank you.",delivery_shipping_delay,True,Requires order/carrier tracking lookup,Easy,Confirmed AI pre-label: Inferred delivery/shipping query from conversation context,True,confirmed,delivery_shipping_delay,True,Easy
191,911191,@AmazonHelp Yep. I qualify from tomorrow yet seller wants me to wait till 2 Nov while they investigate.,"[911191] AMAZONHELP: @336420 Oh no! You may be eligible to file an A-to-z claim if your order meets the conditions here: https://t.co/1EMAYW4PGf ^MB
[911192] CUSTOMER: @AmazonHelp Yep. I qualify from tomorrow yet seller wants me to wait till 2 Nov while they investigate.
[911193] CUSTOMER: @AmazonHelp Thks. Will check link. 1st seller already issued refund. 2nd not so kind...yet.  My point though is goods going astray frm this location.
[911195] AMAZONHELP: @336420 November 2nd is a long time away... have you mentioned that the wait is too long to the seller? ^AS
[911196] CUSTOMER: @AmazonHelp Yes I did! They have another copy but are clearly stalling.
[911197] AMAZONHELP: @336420 Please let us look into this with you by using this link: https://t.co/JzP7hlA23B ^DO
[911198] CUSTOMER: @AmazonHelp Thanks. Will follow up when back at desktop.
[911199] CUSTOMER: @AmazonHelp So I've followed the link. Provided the relevant info and judging by the response the operative has not read it properly.
[911200] CUSTOMER: @AmazonHelp BTW These are the only times I've ever used Locker and both items have disappeared i.e. I've never received confirmation of their arrival.
[911201] AMAZONHELP: @336420 Did the agent set any expectations on how to handle the Third-party Seller order? ^MJ
[911202] CUSTOMER: @AmazonHelp 1/2 The 1st agent (19/10/17) offered to pass on my concerns. The 2nd as accused the seller of ignoring my email. NOT TRUE!
[911203] CUSTOMER: @AmazonHelp 2/2 and he would have known this on checking the correspondence attached to the purchase.
[911204] AMAZONHELP: @336420 Were you able to see if your order was eligible for an A-to-Z Claim: https://t.co/1EMAYW4PGf We want to help! ^ZW
[911205] CUSTOMER: @AmazonHelp Yes. Happy to DM you with case no. when back at desktop. Online agents not joining the dots.
[911206] AMAZONHELP: @336420 We don't have access to your account via Twitter! You can find how to file an A-to-Z Claim here: https://t.co/xd8yXVFxWI ^TG
[911207] CUSTOMER: @AmazonHelp Oh, I thought you were going to help sort this out.  Not holding out much hope for the agent who can't comprehend.
[911208] AMAZONHELP: @336420 We want to make sure this gets addressed for you! Were you able to file the A -to-Z Claim using the link provided? ^ME
[911209] CUSTOMER: @AmazonHelp As I said before. Yes. Agent not reading properly has accused seller of not replying to ANY emails. Not true!
[911210] CUSTOMER: @AmazonHelp Please read the feed and stop asking me the same questions. If you can't access my account then you obviously can't help me.
[911211] AMAZONHELP: @336420 Sorry to hear that, and was there tracking available on the items? ^AS
[911212] CUSTOMER: @AmazonHelp No. They said @126705 delivery.",marketplace_third_party_seller,True,Requires A-to-z Guarantee claim or 3rd-party seller messaging,Medium,Confirmed AI pre-label: Third-party seller dispute or merchant dispatch issue,True,confirmed,marketplace_third_party_seller,True,Medium
192,2128849,@AmazonHelp @383099 Same problem here and it'd take a miracle to dispatch and get these items delivered by 8pm - it's 7.38pm now in the U.K!!!!,"[2128849] AMAZONHELP: @383099 We're here to help! ! Items can be dispatched and delivered in the same day. Let us know if you don't receive it by 8:00 PM. ^HM
[2128850] CUSTOMER: @AmazonHelp @383099 Same problem here and it'd take a miracle to dispatch and get these items delivered by 8pm - it's 7.38pm now in the U.K!!!!
[2128851] CUSTOMER: @AmazonHelp Hi, no still hasn’t arrived and there’s nothing now on my tracking. Really disappointed
[2128853] AMAZONHELP: @383099 That's odd! We'd like to dig into this further. When you have a free moment, reach out to us here: https://t.co/JzP7hlA23B ^HM
[2128854] CUSTOMER: @AmazonHelp Have done thanks",delivery_shipping_delay,True,Requires order lookup for delivery status update,Easy,Confirmed AI pre-label: General delivery delay / shipping inquiry,True,confirmed,delivery_shipping_delay,True,Easy
193,2826421,@AmazonHelp Amazon hub seized my US Mail and put it in the Hub at 8800 N IH-35. It was not an Amazon shipment or any vendor Amazon fronts for. It was a homemade birthday gift from a friend. I cannot get it from the Hub. This seems to me a violation of 18 USC sec. 1701.,"[2826421] AMAZONHELP: @442107 Hello Laurence. Without providing any personal information can you explain a bit more on what has happened? Thank you.^SM
[2826422] CUSTOMER: @AmazonHelp Amazon hub seized my US Mail and put it in the Hub at 8800 N IH-35. It was not an Amazon shipment or any vendor Amazon fronts for. It was a homemade birthday gift from a friend. I cannot get it from the Hub. This seems to me a violation of 18 USC sec. 1701.
[2826424] AMAZONHELP: @442107 Can you please contact us here: https://t.co/hApLpMlfHN and we will look into this for you.^MA
[2826425] CUSTOMER: @AmazonHelp I cannot do that because I do not have an Amazon account, and for reasons which should be clear by now I will never get one. Detaining my mail is a violation of 18 USC sec 1701. You are in a criminal conspiracy.
[2826426] AMAZONHELP: @442107 You can contact us without the need to login using the following link: https://t.co/QBtyBOV08P ^GR",unclear_other,True,Unusual non-Amazon mail dispute involving alleged detention of personal mail and legal concerns; requires private investigation or appropriate support handling.,Hard,AI incorrectly classified a non-Amazon mail/legal dispute as a third-party seller issue; the case does not involve an Amazon seller or A-to-Z claim.,True,corrected,marketplace_third_party_seller,True,Medium
